episode_id,success,category,distance_to_goal,ndtw,oracle_success,steps,instruction
301,0,LOST_EARLY,12.21,0.084,0,171,"Go down the hallway past the large framed artwork and table, turn towards the eye chart, forward, and stop in the doorway of the bathroom."
1394,0,LOST_EARLY,12.2,0.287,0,81,"Turn left, go forward out of the kitchen, turn right and go forward through the dining and living rooms, take a hard right through the door and wait there."
1471,0,LOST_EARLY,12.16,0.0,0,276,Go through the double doors and walk straight. Bear to the right and exit through the open sliding glass doors. Turn to the right and stand and wait by the corner of the pool table.
993,0,LOST_EARLY,12.15,0.109,0,59,Move past the stairs and through the next room.  Wait in the entrance to the kitchen.
1809,0,LOST_EARLY,12.09,0.242,0,41,You should leave the dinning area and go to the right so you can be in the hall between the sitting area and kitchen. Now follow the hall to the end and wait in the doorway to the foyer.
888,0,LOST_EARLY,12.04,0.222,0,500,Exit the library area and go to the living are.  Turn right and wait at the wooden chair.
166,0,LOST_EARLY,11.98,0.131,0,40,"Go forward by the windows, and then stop by the lamp."
352,0,LOST_EARLY,11.89,0.125,0,43,Walk out of the dining room and into the door between the dining room and kitchen. In the hall take a right into a bedroom and stop outside of the closet door.
1133,0,LOST_EARLY,11.85,0.093,0,39,Walk straight until you can't anymore then turn left. Wait near the door way straight ahead.
411,0,LOST_EARLY,11.83,0.258,0,47,Walk to the living room on the far side of the counter. Stop next to the end table next to the couch with the bookshelf on your right.
44,0,LOST_EARLY,11.8,0.278,0,33,Walk down the hallway through the arched doorway. Walk into the kitchen area. Walk through the doorway into teh dining room area passing by the stove. Walk into the living room are towards the fireplace stopping near the couches.
1684,0,LOST_EARLY,11.79,0.268,0,56,Walk past the sofa and turn left down the hall. Make the first right Towards the next room and stop in front of the door to the sink.
1623,0,LOST_EARLY,11.75,0.216,0,500,"Walk down steps, walk towards the bed.  Walk on the left side of the bed and walk through archway, and stop in the under the archway."
1462,0,LOST_EARLY,11.75,0.261,0,30,Go straight and then turn right into the hallway. Go all the way down the hall until you get to a room on the right. Wait there.
707,0,LOST_EARLY,11.75,0.242,0,500,"Exit the door, and walk all the way down to the bottom of the staircase, and stop at the blue patterned carpet on the floor."
29,0,LOST_EARLY,11.67,0.289,0,296,Turn around and go through the single door on the right.  Go down the hallway.  You'll go all the way into the room and stand on the rug and wait.
922,0,LOST_EARLY,11.58,0.106,0,101,Walk past the fridge and out of the doorway and turn left before the bathroom. Then turn left and stop in the room with two white sofas opposite each other. Stop next to the corner table with a plant on it.
208,0,LOST_EARLY,11.57,0.153,0,500,"Walk to the left, going towards the right arch at the back of the room. Walk through to the next room and stop when you're at the rug in front of the dining set."
353,0,LOST_EARLY,11.5,0.146,0,45,"Walk over the kitchen counter, turn left,  walk ahead till wall, turn right, walk to the closet room, wait at front."
1760,0,LOST_EARLY,11.43,0.278,0,500,Walk into the hallway and at the top of the stairs turn left and walk into the bedroom.  Walk past the right side of the bed and turn right into the closet and all the way through to the bathroom.  Stop in front of the toilet in the bathroom.
513,0,LOST_EARLY,11.42,0.072,0,351,"Go into the living area with the fireplace. Stop in the area between the two white sofas, next to the entrance to the dining room."
1464,0,LOST_EARLY,11.41,0.273,0,30,"Go down the hallway to the right of the four pictures side of the hallway, turn right into the first archway and go straight, at the end of the hallway turn right and take a step into the room and stop."
1168,0,LOST_EARLY,11.4,0.28,0,86,Enter the open door opposite the stairs to go down. Make a right just before the round bedside table. Walk through the closet. Wait at the toilet.
1761,0,LOST_EARLY,11.4,0.281,0,500,Exit the bedroom and turn left into the doorway. Walk through the doorway on the right into the closet and proceed to the bathroom. Wait near the towel bar.
78,0,LOST_EARLY,11.36,0.01,0,500,"Go through the dining room, past the table. Turn right and go through the door onto the patio. Continue straight across the patio and wait at the door."
505,0,LOST_EARLY,11.32,0.162,0,47,Walk straight down the hallway. Turn left at glass door. Turn right at hallway. Walk to table on the right and stop.
409,0,LOST_EARLY,11.32,0.275,0,51,Walk and turn left around the counter and walk straight towards the living room. Stop next to the couch entrance.
1714,0,LOST_EARLY,11.31,0.167,0,42,"Step forward, make a hard right, walk pass the bed and turn right. Wait in the doorway."
1510,0,LOST_EARLY,11.27,0.005,0,500,Walk through the open door to the right of the boxes on the floor. Walk past the bathroom on the left. Walk down the stairs to the left. Wait on the area rug on the stair landing.
1511,0,LOST_EARLY,11.27,0.005,0,500,"With the wall where the fireplace is behind you, exit the room going forward. After passing the bathroom on your left, you'll reach a staircase on your left that goes upwards and downwards. Take one flight of stairs going down, then stop on the landing."
1512,0,LOST_EARLY,11.27,0.005,0,500,Turn around and exit the room. Walk through the next doorway and then turn left. Walk down the stairs and stop on the platform with the white door.
964,0,LOST_EARLY,11.17,0.094,0,45,Walk to the far side of the room and stop in the doorway.
1808,0,LOST_EARLY,11.15,0.28,0,37,"Go straight along the dining table and then down the path in between the kitchen counters and sofas. Continue straight ahead, stopping next to the mirror before the front door."
1756,0,LOST_EARLY,11.14,0.078,0,118,"Cross the room and go through the brown double doors, cross the room and step into the nearest archway on the right, step near the glass table and stop."
1506,0,LOST_EARLY,10.88,0.044,0,72,Go up the steps. Turn right and go straight until you get to the phone and vase with flower. Then turn right. Wait in that room.
1491,0,LOST_EARLY,10.88,0.197,0,500,Walk counter clockwise around the big table in the kitchen.  Stop at the corner of the table on the far right from where you started.
1334,0,LOST_EARLY,10.74,0.172,0,43,Walk through the kitchen and take the first left just past it. Then go and stop in the doorway of the small room with the sink.
1078,0,LOST_EARLY,10.72,0.267,0,32,Walk to the other end of the lobby and wait near the exit.
1448,0,LOST_EARLY,10.68,0.219,0,500,"Turn left and go down the steps on the right, wait at the end."
97,0,LOST_EARLY,10.68,0.213,0,41,Walk towards the hallway to the left of the refrigerator. Keep walking straight and wait by the wooden table with some white appliances to the right.
557,0,LOST_EARLY,10.66,0.062,0,500,Walk towards the balcony and take the stairs down on the left. Wait at the bottom of the stairs.
1441,0,LOST_EARLY,10.62,0.153,0,50,Go around the bed and into the room on the right. Wait there.
670,0,LOST_EARLY,10.6,0.166,0,325,"Go straight into the door in front of you, turn left and then turn left again to go into the bathroom. Wait by the second sink."
1505,0,LOST_EARLY,10.56,0.07,0,67,Go up the stairs. Turn right. Continue straight into the hall. Turn right at the end of the hall. Stop next to the basket with balls in it.
736,0,LOST_EARLY,10.51,0.273,0,500,Walk up the stairs to the second landing. At the top take a right and enter the room. Step on the rug with the doorway on the left. Stop here.
1206,0,LOST_EARLY,10.48,0.123,0,47,Go straight past the large table and chairs. Turn left and wait near the lamp.
485,0,LOST_EARLY,10.48,0.046,0,107,Go toward the two brown daybeds. Continue past them and turn right. Go past the daybeds again to the pool table.
867,0,LOST_EARLY,10.42,0.293,0,33,Exit the room and head straight then turn right and pass through the kitchen and then turn left and go into the second door on the right and stop by the sink.
1237,0,LOST_EARLY,10.41,0.03,0,113,Walk straight then turn left. Walk past three chairs on the right and wait near the last fourth chair.
30,0,LOST_EARLY,10.39,0.264,0,30,"go through the dooorway on the right, continue straightacross the hallway and into the room ahead. Stop near the shell."
1194,0,LOST_EARLY,10.34,0.24,0,23,"With the window on the right, move forward and wait in the entrance of the next room."
672,0,LOST_EARLY,10.34,0.297,0,137,Head into the bedroom.  Turn left and go into the bathroom. Stop in front of the shower.
952,0,LOST_EARLY,10.3,0.262,0,31,"Exit the kitchen and wait in the hallway, outside the dining room."
1151,0,LOST_EARLY,10.29,0.297,0,33,"Leave bathroom and go down hall, turn left and stop at stairs."
524,0,LOST_EARLY,10.29,0.257,0,244,Go to the left side of the staircase. Go to the vases. Go through the first doorway on the left. Go into the room and stand in front of the wine cabinet.
722,0,LOST_EARLY,10.27,0.046,0,55,"When you leave the sitting area and go to the dinning area, make a left then make another left near the outside door. Now go into the kitchen and make a right. You should stop between the island and counter."
795,0,LOST_EARLY,10.21,0.258,0,500,Go through the bathroom and into the kitchenette. Go past the counter and out the open door. Head down the hallway and stop right past the open book.
923,0,LOST_EARLY,10.2,0.192,0,44,Walk through the kitchen passing the fridge on the left. Turn left at the hall then turn left again. Wait in the room on the right.
525,0,LOST_EARLY,10.19,0.209,0,500,"Exit closet to hallway, go passed to vases and enter room with wine. Stop at wine."
1452,0,LOST_EARLY,10.17,0.018,0,500,"Turn around and exit out the door on the left. Walk all the way down until you reach the green steps. At the steps, turn right and enter the door to the left. Stop once you reach the table."
1450,0,LOST_EARLY,10.16,0.017,0,500,Go past the boxes and into the doorway on the left. Walk through the hall. Pass by both the bathroom and the room with the couch in it. Pass the stairs and go into the room in the corner on the right. Stop.
1451,0,LOST_EARLY,10.16,0.018,0,500,Walk past the fireplace and turn left. Walk into the hall and past the stairs through the second doorway on the right. Stop in front of the desk.
1205,0,LOST_EARLY,10.15,0.135,0,45,"Walk across kitchen, turn left and stop under the stairs."
780,0,LOST_EARLY,10.14,0.0,0,500,Walk past the dinning room table and enter the hallway. Then turn left and walk into  the kitchen. Stand near the oven.
69,0,LOST_EARLY,10.13,0.114,0,53,"Walk through the kitchen, enter the dining room, walk to the doorway to the right of the dining room table, wait at the glass table."
1485,0,LOST_EARLY,10.08,0.231,0,41,Walk straight and then turn left. Turn right and wait near the door.
884,0,LOST_EARLY,10.02,0.057,0,82,"Walk down the stairs, stop at the bottom."
831,0,DRIFTED_FAR,17.46,0.381,0,71,"Walk down the long hallway next to the stairs, past the wine cellar and wait in the bedroom on the right."
1370,0,DRIFTED_FAR,16.88,0.355,0,61,Go upstairs and wait in the doorway on the left.
537,0,DRIFTED_FAR,15.92,0.46,0,500,Go down the stairs and turn right then wait by the glass doors that lead to the patio.
1369,0,DRIFTED_FAR,14.59,0.43,0,73,Go up the stairs and take a left. Enter the office through the french doors. Stop in the doorway.
133,0,DRIFTED_FAR,14.48,0.485,0,57,"Go around the stairs into the hallway. Walk down the hallway until you reach the end, take a right, and stop at the entrance to the living room."
1273,0,DRIFTED_FAR,13.92,0.339,0,45,"Walk up stairs into sitting room, stop next to coffee table."
536,0,DRIFTED_FAR,13.69,0.484,0,56,"Head down the stairs from the loft, then head towards the doors that are ahead and slightly to the right from the bottom of the stairs."
204,0,DRIFTED_FAR,13.63,0.51,0,47,Turn Left. walk through bedroom. walk down stairs and go to entrance.
202,0,DRIFTED_FAR,13.39,0.55,0,63,Make a left at the end of the bed. Walk to the banister. Walk to the bottom of the stairs to the left of this point. Make a right and move to the panoramic checker doors.
203,0,DRIFTED_FAR,13.3,0.548,0,73,"enter the bedroom and veer left, continue to the top of the stairs, go down the stairs, continue straight and turn right after the support beam, stop in front of the glass pane doors."
1393,0,DRIFTED_FAR,13.06,0.353,0,95,"Walk through the entry way to the left of the stove. Once through, turn right and enter the dining room. Walk through the dining room to the left and enter the sitting room. Once you enter the sitting room, turn right. Walk through the double doors and into the room with the pool table. Stop beside the pool table once you walk in."
928,0,DRIFTED_FAR,12.67,0.303,0,64,"With the stairs leading downwards to your immediate right, move forward into the bedroom. Upon entering the bedroom, go left and enter the dressing area towards your left near the head of the bed. Counting counter-wise with the door to the immediate left of the opening to the bedroom being number one, go to the third door which will allow you access to the toilet."
275,0,DRIFTED_FAR,12.67,0.306,0,38,Walk past hall table. Walk into bedroom. Make left at table clock. Wait at bathroom door threshold.
1310,0,DRIFTED_FAR,12.51,0.321,0,53,When you get to the pink bench turn right  and then walk straight until you pass four chairs on the left. Turn left and wait at the entrance of the room.
170,0,DRIFTED_FAR,12.09,0.326,0,500,"Exit dining room, walk towards the front door, go up stair case, turn right, stop in the doorway to bedroom."
47,0,DRIFTED_FAR,12.01,0.424,0,59,"Turn left and continue up the stairs.  Go straight through to the bedroom, turn to the right and walk past the bed.  Turn right again and go through the closet.  Continue straight, into the bathroom.  Wait right there, in front of the mirror."
337,0,DRIFTED_FAR,11.9,0.31,0,43,Make a right at the top of the stairs and go into the bedroom then make a left. Make another left to leave the bedroom then make a slight right and go to the doorway of the room to the right of the closet and wait.
771,0,DRIFTED_FAR,11.9,0.4,0,59,"walk up the staircase onto the first landing, turn left, and walk up the second set of stairs on your left. Once you make it to the next landing walk through the middle doorway and stop in front of the wood table with a large statue next to it."
169,0,DRIFTED_FAR,11.86,0.326,0,500,"Enter the room and turn around to see the stairs. Go up the stairs, then take a right, and stop in the bedroom doorway."
48,0,DRIFTED_FAR,11.81,0.395,0,129,"Go up the stairs and straight forward through the doorway. Turn right, move forward, and enter the doorway on the right. Move forward into the bathroom and stop in front of the toilet."
1169,0,DRIFTED_FAR,11.64,0.343,0,20,"Enter the room directly in front of the stairs. Go into the closet, and continue into the bathroom. Stop in front of the sink."
1331,0,DRIFTED_FAR,11.52,0.61,0,266,Go to the top of the stairs and turn left.  Go past the fake tree to the base of the stairs and go up the stairs.  Stop at the top of the stairs.
46,0,DRIFTED_FAR,11.43,0.414,0,193,Finish climbing the stairs and walk straight through the doorway in front of you.  You'll be a bedroom at that point.  Turn right and walk across the room next to the bed to the doorway on your right.  Turn right and walk though the closet into the bathroom.  Stop in front of the toilet in the bathroom.
96,0,DRIFTED_FAR,11.34,0.383,0,292,Walk towards the french doors and turn left. Walk past the kitchen area. Go to the end of the hallway and wait in the archway near the painting.
665,0,DRIFTED_FAR,11.23,0.61,0,203,Take a right and then walk down the hall to the left of the stairs. Wait nest to the bed.
192,0,DRIFTED_FAR,11.06,0.353,0,56,Walk through breakfast nook. Walk past kitchen. Walk past thermostat. Wait at exercise ball.
89,0,DRIFTED_FAR,11.03,0.462,0,500,Enter the dining room and walk to the other end. Go through the double doors on the right. Walk straight across the walkway and wait outside on the mat.
1515,0,DRIFTED_FAR,11.01,0.37,0,53,"Exit the room, turn left, and go into the left room at the end of the hall.  Proceed through this room and wait by the sink in the adjacent bathroom."
532,0,DRIFTED_FAR,11.0,0.365,0,500,"Walk away from the couch, through the doorway and up the staircase on the left. Continue past the first landing, up the second set of stairs and stop."
1337,0,DRIFTED_FAR,10.97,0.375,0,46,Go straight until you get to the closet and go into the closet on the left. Go straight into the bathroom and wait there.
327,0,DRIFTED_FAR,10.81,0.3,0,28,Walk up to the photo on the wall directly in front of you.
1534,0,DRIFTED_FAR,10.8,0.485,0,74,"Take around, go towards the bed with the trunk, take a left and head down the stairway and stop right before the end of the stairway."
950,0,DRIFTED_FAR,10.66,0.355,0,255,Walk up the stairs to the left. Continue straight and walk up the next set of stairs. Turn into the first room on the right and wait near the massage table.
1338,0,DRIFTED_FAR,10.55,0.389,0,48,Walk right past the bed and into the closet. Walk through the closet and into the bathroom. Stop by the toilet.
1610,0,DRIFTED_FAR,10.54,0.573,0,246,"Go down the stairs, and make a right and then another right to go down some more stairs and go straight into the doorway to the left but not the leftmost doorway."
743,0,DRIFTED_FAR,10.54,0.312,0,34,"Exit the room and turn left, head toward the kitchen and turn right. Go through the kitchen and out the door. Wait right at the bathroom door."
1336,0,DRIFTED_FAR,10.45,0.404,0,44,Walk through the door on the right side of the bed.  Go straight through the closet and into the bathroom.  Stop in front of the toilet.
556,0,DRIFTED_FAR,10.3,0.578,0,45,take the stairs then head for the kitchen. stop at the bottom of the stairs.
865,0,DRIFTED_FAR,10.2,0.317,0,31,Exit the bedroom and turn right.  Walk through the kitchen and turn left.  Walk into the small room with a sink and stop near the sink.
234,0,DRIFTED_FAR,10.19,0.477,0,282,Walk up the stairs. At the top of the stairs take a right and enter the room at the end of the hall. Stop in front of the large shell on the floor.
671,0,DRIFTED_FAR,10.18,0.565,0,74,"Walk down the hallway past the painting and along the mirrored wall into the bedroom. Walk beside the bed and into the bathroom.  Wait inside the bathroom, next to the shower."
110,0,DRIFTED_FAR,10.18,0.48,0,86,Walk down stairs.  Walk down second set of stairs. stop at doorway.
1656,0,DRIFTED_FAR,10.13,0.402,0,58,Walk toward the railing and right past the stairs. Walk into the living room and turn right. Stop by the end table.
737,0,DRIFTED_FAR,10.13,0.377,0,446,"Walk up the remainder of the way up that flight of stairs, then continue up the second flight of stairs until you reach a landing with four rooms.  Turn right and walk down that hallway into the room at the end of the hall.  Stop in the room with boxes in it, next to the door leading to another room and near the fireplace."
232,0,DRIFTED_FAR,10.11,0.479,0,500,"Exit the bathroom, go up the stairs, turn right, walk down the hall, enter the room at the end of the hall, wait at the sculpture."
558,0,DRIFTED_FAR,10.09,0.601,0,44,Go downstairs and stop at the bottom.
410,0,DRIFTED_FAR,10.07,0.358,0,41,Take a left at the at the stove and walk down the hall then stop at the living room and wait.
978,0,PARTIAL,9.99,0.485,0,56,"Go forward down the hall. At the end of the hall take a left, and take another left into the sitting room with the mural. Stop once you enter the room."
1478,0,PARTIAL,9.97,0.46,0,75,Walk past the table and chairs. Walk past the bar with the stools. After you pass that turn left and wait near the two white couches and the coffee table.
1591,0,PARTIAL,9.92,0.269,0,25,Go straight until you pass all the couches and chairs. Stop by the large picture of the bridge.
1325,0,PARTIAL,9.92,0.5,0,500,"Turn to the right and walk forward through the open door onto the oriental rug.Turn to the right and walk through the open door and continue walking straight through the next open door. Walk through the next open door that is just after the staircase. Once through the door, stop on the red oriental rug."
1548,0,PARTIAL,9.92,0.328,0,500,"Go through the room and take a left through the doors, toward the stairwell. Go down the stairs a bit and stop in front of the door leading outside."
519,0,PARTIAL,9.92,0.357,0,500,"Exit the dining room, and make a right into the kitchen. Make a right after the wine fridge, and wait at the top of the stairs."
1324,0,PARTIAL,9.91,0.497,0,500,"Enter the room to your right, then turn right.  Then walk forward until you reach the library.  Wait near the door."
1326,0,PARTIAL,9.91,0.481,0,500,"Leave the room, and take a right. Walk straight across the hall into the room across. Stop once you are in the room on the rug."
28,0,PARTIAL,9.91,0.22,0,262,Exit the room through the door on the right. Walk past the stairs and the bathroom and enter the room with the cardboard boxes. Stop by the doorway on the left that leads to the living room.
1147,0,PARTIAL,9.9,0.143,0,500,Go through the lobby and wait in the kitchen.
674,0,PARTIAL,9.87,0.567,0,115,Go past the sink through the hallway and into the kitchen.  Go toward the black couch and then turn right going past kitchen island.  Turn left and stop in front of the coffee table.
523,0,PARTIAL,9.82,0.226,0,500,Go to the closed door. Go to the electrical outlet. Go to the two brown pots. Go to the glass door.
1708,0,PARTIAL,9.79,0.234,0,500,Walk past the stairs and down the hall. Walk Through the entryway and stop just past the glass wine cellar.
1709,0,PARTIAL,9.79,0.234,0,500,Turn around and go down the hall on the left of the stairs. Go towards the pots and stop next to the large double doors.
1661,0,PARTIAL,9.75,0.27,0,500,"Exit the bedroom through the white double doors, go passed the stairs on the left, and turn left after the railing, into the single white doorway on the left and then stop."
1742,0,PARTIAL,9.73,0.244,0,39,"Turn to walk between the kitchen sink counters, then turn left. Pass the refrigerator and turn right. Wait in the hallway by the counter."
1407,0,PARTIAL,9.68,0.574,0,500,"Leave the closet, and the bedroom. Go forward past the stairs. Enter the bedroom straight ahead. Stop in the doorway."
739,0,PARTIAL,9.67,0.415,0,500,Exit bathroom and follow hallway through archway directly in front. Turn right when hallway ends at pictures and table. Follow hallway passed piano and stop in the circle on the hallway floor.
182,0,PARTIAL,9.55,0.389,0,79,Walk up all the stairs. Make a right around the banister. Make a right into the room with the bed. Make a left into the open storage area that houses the white rug.
1419,0,PARTIAL,9.5,0.305,0,500,Walk down the hall parallel to the stairs and turn right.  Keep walking straight until you enter a  room with a couch and leather footstool in the middle.  Stop just after stepping into this room.
441,0,PARTIAL,9.5,0.454,0,66,Take a left and exit the closet. Take a left into the bedroom. Take another left into the bathroom and wait there.
1565,0,PARTIAL,9.49,0.172,0,52,"Go straight passed the coffee table to your right, before the pool table make a left and stop between the post and the glass door."
1727,0,PARTIAL,9.46,0.343,0,500,Exit room and turn left. Walk towards counter top and turn left at stairs. Go up 2 sets of stairs and turn right at doorway.
71,0,PARTIAL,9.45,0.437,0,500,Walk to the right of the coutch and through the doors to the tan couch  Pass through the dining room and wait outside.
1341,0,PARTIAL,9.4,0.143,0,47,Turn around and walk through the doorway to the left of the vase on the floor. Once in the room turn right and enter the door to the right of the stairs. Stop in the doorway.
931,0,PARTIAL,9.35,0.405,0,72,Enter the building and walk through the kitchen. Stop in the hall next to the ovens.
382,0,PARTIAL,9.26,0.346,0,500,Walk across the patio to the other wall. Stop at the edge of the patio near the brick wall and the pillar of brick.
1640,0,PARTIAL,9.23,0.36,0,62,Walk past the stairs that go up. Go into the dining room and stop next to the glass dining table.
1641,0,PARTIAL,9.23,0.36,0,62,Exit the room. Turn left. Go straight until you pass the stairs. Pass the two first chairs one on each side and then turn right. Wait near the glass table with the white chairs.
440,0,PARTIAL,9.23,0.148,0,133,Leave the closet and take a left. Take another left and walk along the bed and take a left into the bathroom. Stop in front of the sink.
675,0,PARTIAL,9.22,0.376,0,31,Go left through the door.
1678,0,PARTIAL,9.21,0.371,0,36,Exit the room then head toward the black furniture straight ahead. When you get to it turn right and head all the way down passing the kitchen. Stop after you pass the kitchen.
1026,0,PARTIAL,9.2,0.458,0,47,Exit the bedroom. Go to the right towards the kitchen. Stand next to the hallways located after the cabinets.
64,0,PARTIAL,9.19,0.259,0,500,Go forward and make a left to the bottom of the stairs. Head up the steps and go left to head up the second set of steps. Wait near the stair landing.
1183,0,PARTIAL,9.18,0.303,0,500,Exit the sewing room. Turn right. Go toward the glass cabinet with the dolls in it. Turn into the doorway on the left. Pass the bed and go through the next doorway on the left into the bathroom. Wait by the sink.
1710,0,PARTIAL,9.16,0.29,0,500,Turn to go past the stairs and straight down the hallway towards the bathroom. Stop when reaching the double doors.
1045,0,PARTIAL,9.15,0.466,0,500,Leave the room between the two columns past the antelope. Turn Left and exit  into the hallway. Turn left again and go down the stairs. Stop at the door down stairs just before the exit to the building and wait there.
1047,0,PARTIAL,9.15,0.466,0,500,"Walk forward into the sitting room ahead. Once in, turn left and walk through the doorway. Once through, turn left and walk to the bottom of the steps. Stop once you reach the door at the bottom."
1716,0,PARTIAL,9.12,0.312,0,33,Walk around the bed to the right and into the hallway. Wait at the end of the hallway.
858,0,PARTIAL,9.02,0.21,0,41,Go right and head up the right side of the house. Go up one step then wait there.
86,0,PARTIAL,8.98,0.272,0,44,Walk down the hall and make a left at the end and stop at the first room on the right. Wait in the entryway of the room with the two couches.
130,0,PARTIAL,8.98,0.528,0,28,"Walk down the stairs. When you reach the landing, turn right and continue to walk down the stairs. Walk through the doorway on your left and stop."
1132,0,PARTIAL,8.97,0.115,0,39,"Walk along the red carpet away from the painting, with the chairs on your right. Turn the corner, following the red carpet. Stop just before the double doors, on the opposite corner from your starting position."
405,0,PARTIAL,8.9,0.251,0,500,"Walk through the doorway to the left of the wooden bench, walk through second doorway on the leftside, walk towards dining table and stop right before it."
109,0,PARTIAL,8.89,0.422,0,500,Keep walking down the stairs past several doorways and wait at the entrance to a room with a glass painting.
1639,0,PARTIAL,8.85,0.373,0,60,Exit the craft room and make a left. Go past the stairs that go downstairs and head towards the front door. Enter the formal living room and then pass into the dining room. Stop just before reaching the table and wait.
358,0,PARTIAL,8.85,0.463,0,56,"Walk forward and turn right, exiting the room. Continue forward and turn right, walking past the mirror and side table. Enter the bedroom and turn left. Turn left again and wait inside the doorway."
135,0,PARTIAL,8.84,0.333,0,500,From the stairs walk down and take a right going down the hallway towards the two statues then take a right and go down the hall passing the two doors on your right and into the living room stopping just inside he door into the living room.
1602,0,PARTIAL,8.83,0.302,0,67,Turn towards the door that is open. Walk straight. Turn right. Walk straight. Turn right at stairs. Walk into living room. Turn right. Face dining table.
738,0,PARTIAL,8.81,0.699,0,488,"Go up the current set of stairs, and continue up the next set. Take a right and enter the room at the end of the hall. Stop in front of the door to the room on the left."
934,0,PARTIAL,8.8,0.307,0,500,"Go forward toward the mirrors. Exit the bedroom area through the door directly ahead. Enter the hallway, and turn left. Go toward the indoor dining table. Stop there."
935,0,PARTIAL,8.8,0.305,0,500,Walk around the front of the bed past the arm chair in the corner. Walk out through the door in the corner of the room past the mirrored closet doors. Walk into the tiled hallway. Turn the corner in the hall and walk to the next corner with a painting on the wall and a vent on the wall around the corner. Walk into the next room with a dining table and cabinets against the wall.
936,0,PARTIAL,8.8,0.305,0,500,"Walk towards the mirror, and take a right. Walk straight through the open door in front of you. Make a hard left, then another. Wait by the long table."
1728,0,PARTIAL,8.78,0.53,0,500,Leave the bathing area and take a left. Take a left at the counter. Go up the stairs and take the first right. Stop in the doorway.
742,0,PARTIAL,8.77,0.319,0,48,"walk into hallway, turn left and enter kitchen walk straight down kitchen into hallway. stop facing bathroom."
167,0,PARTIAL,8.77,0.339,0,34,"Go through the doorway, past the dining table, and through the doorway into the large lobby area, waiting here."
853,0,PARTIAL,8.67,0.389,0,500,Exit bathroom into bedroom. Exit bedroom into hallway. and stop by stairs.
1673,0,PARTIAL,8.65,0.301,0,38,Continue up the stairs and wait atop the red door mat in front of the door with the black handle on the right.
1516,0,PARTIAL,8.64,0.127,0,47,"Move forward staying between the footstool on your right and the basket on the floor on your left. Proceed ahead past the desk on the left. Continue on the forward path until you pass by the one wooden pole on your left. When you are even with the staircase on the left, remain in this spot."
233,0,PARTIAL,8.63,0.702,0,50,"Turn right, go through the doorway and head up the stairs. Once you get up the stairs to the landing turn right and head through that doorway. Go into the room ahead of you. There should be a door to your left, and in front of you should be a fireplace with a portrait of a man above it. You are at your destination."
348,0,PARTIAL,8.63,0.556,0,500,Go up the stairs and take a left. Walk towards the couch and chairs in the sitting area. Walk through the sitting area and stop in front of the first door to the balcony on your left.
254,0,PARTIAL,8.61,0.37,0,500,Exit the bedroom into the hall. Turn right and go down the hall to the sitting area on the right. Wait on the carpet between the couches.
61,0,PARTIAL,8.59,0.379,0,34,Walk out of the bathroom passed the sink and shower. Walk down the hallway through the arch ed entry and circular tiled room. Turn and walk into the bedroom with hanging curtains wooden bed frame.
255,0,PARTIAL,8.58,0.442,0,48,Leave the bedroom and go into the den and take your first right into a hallway. A the end of the hallway take a left and go into the sitting room on the right.
1375,0,PARTIAL,8.57,0.515,0,43,"Go do the hall, and go left. Take the right before you enter the entry way, and go straight. Stop once you are on the rug, behind the desk chair."
901,0,PARTIAL,8.56,0.327,0,500,Walk along the patio. Stan behind the table at the end and stop.
903,0,PARTIAL,8.56,0.327,0,500,Turn around and walk across the patio to the other side. Stop on the other side of the white table facing the yard and the brick wall.
1622,0,PARTIAL,8.54,0.411,0,49,"Walk into the bedroom, pass the bed, and stop in the doorway."
162,0,PARTIAL,8.54,0.152,0,45,"Go towards a dining area passing an area open to the outside to your right, and pass the dining table. Walk towards three sets of doors, and stop before reaching them."
955,0,PARTIAL,8.53,0.238,0,50,"Go straight passed the fridge on your left, through the doorway, turn right, and then turn right again and go straight into the doorway and stop."
1687,0,PARTIAL,8.53,0.411,0,500,Go straight down the stairs and take the first right doorway. Continue down the stairs and stop once you reach the bottom.
1221,0,PARTIAL,8.51,0.539,0,500,Turn left and walk toward the stairs on the right. Go up the stairs and stop at the top.
1099,0,PARTIAL,8.5,0.2,0,50,Exit the kitchen and turn right. Go down the hall and wait next to the bedroom door that is second on the right.
1129,0,PARTIAL,8.48,0.136,0,60,Enter the kitchen to the left. Go forward and through the brick archway directly ahead. Enter the living area with the beige couch. Wait there.
248,0,PARTIAL,8.47,0.365,0,33,go straight and make a sharp left then go towards the living room where you will see a photo frame of the nyc skyline.
1163,0,PARTIAL,8.44,0.025,0,129,Walk past the white marble bust on a pedestal to the right. Make a left at the barricade stanchion to the left. Wait at the fire extinguisher on the floor the left.
280,0,PARTIAL,8.42,0.191,0,111,Walk forward to the sitting area to the right of the stairs. Walk to the wall of windows and take a right into the recreation room and stop before you reach the pool table.
85,0,PARTIAL,8.4,0.43,0,108,"Go past a display case, through a hallway with an eye chart, into the waiting area, and stop in front of a light beige couch with six pillows."
134,0,PARTIAL,8.4,0.389,0,500,If you would go down the hall and past the two large wicker baskets you will see a sitting area with a large orange couch straight ahead of you.
735,0,PARTIAL,8.38,0.472,0,500,"Exit the bathroom, and walk to the stair landing. Walk down the stairs. Make a hard left just before the radiator. Wait at the buffet in the dining room."
